,date,open,close,high,low,volume,code
0,2004-01-02,4.73,0.1297587131367292,4.92,4.71,4207.25,600658
1,2004-01-05,4.74,0.13136729222520105,4.83,4.55,14194.32,600658
2,2004-01-06,4.79,0.12332439678284181,4.8,4.6,11070.99,600658
3,2004-01-07,4.65,0.12278820375335121,4.78,4.5,12735.36,600658
4,2004-01-08,4.62,0.13136729222520105,4.9,4.6,17823.63,600658
5,2004-01-09,4.79,0.13404825737265413,5.04,4.75,17966.14,600658
6,2004-01-12,4.84,0.13780160857908846,5.0,4.8,7678.58,600658
7,2004-01-13,4.9,0.14316353887399463,5.03,4.88,12466.92,600658
8,2004-01-14,5.0,0.14316353887399463,5.1,4.96,10321.83,600658
9,2004-01-15,5.05,0.1512064343163539,5.33,5.05,25206.86,600658
10,2004-01-16,5.15,0.15174262734584448,5.23,5.03,16211.02,600658
11,2004-01-29,5.18,0.1683646112600536,5.48,5.18,17687.95,600658
12,2004-01-30,5.5,0.15978552278820374,5.54,5.31,17155.05,600658
13,2004-02-02,5.32,0.17587131367292225,5.62,5.25,22504.78,600658
14,2004-02-03,5.62,0.1844504021447721,5.8,5.51,25870.05,600658
15,2004-02-04,5.78,0.18498659517426275,5.84,5.63,20369.73,600658
16,2004-02-05,5.8,0.20643431635388737,6.25,5.71,48176.41,600658
17,2004-02-06,6.19,0.19839142091152817,6.27,6.0,31026.74,600658
18,2004-02-09,6.02,0.2032171581769437,6.12,5.95,20532.41,600658
19,2004-02-10,6.09,0.20536193029490618,6.28,6.06,21609.34,600658
20,2004-02-11,6.18,0.21823056300268096,6.46,6.17,30801.14,600658
21,2004-02-12,6.41,0.22734584450402145,6.75,6.41,38884.1,600658
22,2004-02-13,6.57,0.2091152815013405,6.57,6.22,22301.0,600658
23,2004-02-16,6.15,0.2123324396782842,6.4,5.84,40379.28,600658
24,2004-02-17,6.2,0.21447721179624663,6.37,6.17,25851.2,600658
25,2004-02-18,6.35,0.21340482573726538,6.5,6.25,19122.84,600658
26,2004-02-19,6.3,0.22359249329758712,6.51,6.11,44447.68,600658
27,2004-02-20,6.56,0.23109919571045573,6.75,6.36,42977.6,600658
28,2004-02-23,6.7,0.22841823056300264,6.85,6.56,37041.9,600658
29,2004-02-24,6.59,0.23431635388739946,6.73,6.3,36250.78,600658
30,2004-02-25,6.75,0.22252010723860594,6.96,6.47,68008.73,600658
31,2004-02-26,6.4,0.20375335120643429,6.43,6.0,28917.75,600658
32,2004-02-27,6.12,0.2091152815013405,6.25,6.08,12525.62,600658
33,2004-03-01,6.21,0.2117962466487936,6.3,6.1,10229.9,600658
34,2004-03-02,6.27,0.2171581769436997,6.5,6.15,15336.9,600658
35,2004-03-03,6.38,0.20482573726541553,6.38,6.14,8224.06,600658
36,2004-03-04,6.15,0.21554959785522787,6.37,6.1,13115.32,600658
37,2004-03-05,6.38,0.2080428954423592,6.41,6.21,9150.0,600658
38,2004-03-08,6.18,0.19463806970509384,6.25,5.95,8080.3,600658
39,2004-03-09,5.93,0.1935656836461126,6.03,5.81,10923.19,600658
40,2004-03-10,5.97,0.20857908847184986,6.23,5.89,8733.29,600658
41,2004-03-11,6.22,0.2080428954423592,6.28,6.13,18927.51,600658
42,2004-03-12,6.3,0.22359249329758712,6.73,6.3,83434.93,600658
