,date,open,close,high,low,volume,code
0,2004-01-02,5.9,0.21367521367521372,5.97,5.9,2957.81,600736
1,2004-01-05,5.92,0.21310541310541317,5.95,5.86,5421.09,600736
2,2004-01-06,5.95,0.21367521367521372,5.98,5.86,7362.39,600736
3,2004-01-07,5.92,0.22108262108262108,6.05,5.89,8123.84,600736
4,2004-01-08,6.06,0.2284900284900285,6.2,6.01,9883.29,600736
5,2004-01-09,6.19,0.22279202279202284,6.24,6.07,8374.85,600736
6,2004-01-12,6.08,0.2222222222222223,6.1,6.0,5879.64,600736
7,2004-01-13,6.07,0.2307692307692308,6.25,6.07,8858.33,600736
8,2004-01-14,6.22,0.24558404558404565,6.49,6.17,19322.18,600736
9,2004-01-15,6.49,0.2507122507122508,6.66,6.46,34290.63,600736
10,2004-01-16,6.57,0.2541310541310542,6.65,6.5,16235.81,600736
11,2004-01-29,6.65,0.2655270655270656,6.94,6.65,14666.63,600736
12,2004-01-30,6.91,0.256980056980057,6.92,6.68,11174.16,600736
13,2004-02-02,6.68,0.2592592592592593,6.9,6.61,10823.32,600736
14,2004-02-03,6.9,0.2638176638176638,6.9,6.7,8256.42,600736
15,2004-02-04,6.82,0.27179487179487183,6.95,6.75,13869.2,600736
16,2004-02-05,6.96,0.27407407407407414,6.98,6.86,12582.64,600736
17,2004-02-06,6.98,0.2700854700854701,6.98,6.8,12342.11,600736
18,2004-02-09,6.93,0.27749287749287754,7.05,6.86,12183.61,600736
19,2004-02-10,7.06,0.28603988603988606,7.29,7.02,17223.56,600736
20,2004-02-11,7.18,0.28205128205128205,7.22,7.07,9971.02,600736
21,2004-02-12,7.1,0.28376068376068386,7.22,7.07,8812.59,600736
22,2004-02-13,7.2,0.27749287749287754,7.2,7.02,6959.06,600736
23,2004-02-16,7.04,0.28603988603988606,7.2,7.0,7135.89,600736
24,2004-02-17,7.19,0.28660968660968666,7.23,7.15,10038.15,600736
25,2004-02-18,7.2,0.3037037037037037,7.5,7.15,23295.16,600736
26,2004-02-19,7.5,0.2974358974358975,7.7,7.3,18490.19,600736
27,2004-02-20,7.31,0.2957264957264958,7.42,7.28,8276.12,600736
28,2004-02-23,7.3,0.28262108262108265,7.42,7.12,8899.93,600736
29,2004-02-24,7.1,0.27635327635327633,7.1,6.89,11243.91,600736
30,2004-02-25,7.02,0.2689458689458689,7.15,6.86,7767.58,600736
31,2004-02-26,6.87,0.2666666666666667,6.87,6.7,7378.74,600736
32,2004-02-27,6.85,0.26951566951566963,6.94,6.85,5159.15,600736
33,2004-03-01,6.9,0.2729344729344729,6.98,6.8,4346.04,600736
34,2004-03-02,6.96,0.27521367521367524,7.07,6.86,5447.9,600736
35,2004-03-03,6.99,0.2643874643874644,6.99,6.78,4556.68,600736
36,2004-03-04,6.8,0.2660968660968661,6.85,6.7,4724.95,600736
37,2004-03-05,6.86,0.2655270655270656,6.88,6.82,4520.58,600736
