,date,open,close,high,low,volume,code
0,2004-01-02,4.531,0.13866353543979504,4.578,4.503,0.004144045260531076,000548
1,2004-01-05,4.55,0.1426665243381725,4.644,4.494,0.026238527900743318,000548
2,2004-01-06,4.691,0.152700683176772,4.85,4.681,0.0433404238196648,000548
3,2004-01-07,4.831,0.1506725021349274,4.841,4.756,0.016201486477713065,000548
4,2004-01-08,4.784,0.1512062339880444,4.831,4.719,0.014634694919699496,000548
5,2004-01-09,4.831,0.14869769427839452,4.831,4.747,0.013993933236411245,000548
6,2004-01-12,4.719,0.1476836037574722,4.747,4.644,0.01230005429433926,000548
7,2004-01-13,4.728,0.152166951323655,4.859,4.691,0.01619640115802079,000548
8,2004-01-14,4.794,0.16220111016225447,5.028,4.784,0.032487188586025034,000548
9,2004-01-15,5.028,0.1596925704526046,5.066,4.897,0.029400638976120365,000548
10,2004-01-16,4.972,0.1626814688300598,5.028,4.953,0.01655037817561397,000548
11,2004-01-29,5.009,0.16919299743808708,5.131,5.009,0.014576612815411538,000548
12,2004-01-30,5.206,0.16620409906063194,5.225,5.066,0.017002241896252317,000548
13,2004-02-02,5.066,0.16919299743808708,5.235,5.038,0.017350472274551988,000548
14,2004-02-03,5.131,0.17170153714773695,5.188,5.113,0.016326099614297884,000548
15,2004-02-04,5.178,0.1767186165670367,5.272,5.16,0.023187951796733525,000548
16,2004-02-05,5.291,0.1797075149444919,5.328,5.206,0.023115491692149708,000548
17,2004-02-06,5.328,0.1752241673783091,5.394,5.235,0.025008633071311667,000548
18,2004-02-09,5.244,0.17874679760888124,5.319,5.206,0.018064332577901115,000548
19,2004-02-10,5.31,0.1872331340734415,5.535,5.253,0.04121187546658663,000548
20,2004-02-11,5.629,0.19876174210076852,5.722,5.582,0.06762500314411862,000548
21,2004-02-12,5.722,0.19726729291204098,5.76,5.629,0.03159040500056132,000548
22,2004-02-13,5.657,0.1927305721605465,5.676,5.535,0.021414372440650385,000548
23,2004-02-16,5.544,0.19828138343296325,5.685,5.507,0.01642164889461455,000548
24,2004-02-17,5.676,0.20025619128949612,5.732,5.657,0.020607904589003894,000548
25,2004-02-18,5.722,0.20073654995730145,5.816,5.676,0.024831695871794485,000548
26,2004-02-19,5.732,0.19673356105892398,5.769,5.629,0.02245671475075879,000548
27,2004-02-20,5.647,0.20073654995730145,5.722,5.544,0.021069904742840515,000548
28,2004-02-23,5.722,0.1912361229718189,5.741,5.544,0.016810767067570013,000548
29,2004-02-24,5.535,0.18824722459436377,5.544,5.403,0.018521395638852637,000548
30,2004-02-25,5.497,0.18221605465414176,5.619,5.357,0.01755836607264432,000548
31,2004-02-26,5.347,0.17922715627668656,5.366,5.282,0.015163830415123767,000548
32,2004-02-27,5.347,0.18525832621690863,5.432,5.328,0.010178791858936788,000548
33,2004-03-01,5.441,0.1912361229718189,5.554,5.413,0.014112195424411774,000548
34,2004-03-02,5.544,0.18872758326216904,5.563,5.45,0.011346180583989448,000548
35,2004-03-03,5.469,0.18072160546541416,5.497,5.328,0.00981806482058616,000548
36,2004-03-04,5.347,0.18525832621690863,5.441,5.319,0.00941899264742587,000548
37,2004-03-05,5.432,0.18872758326216904,5.535,5.413,0.01275379935522251,000548
38,2004-03-08,5.516,0.18125533731853116,5.563,5.357,0.007403267698731158,000548
