,date,open,close,high,low,volume,code
0,2004-01-02,2.027,0.1038741329724243,2.121,2.027,0.005806072950896947,000716
1,2004-01-05,2.057,0.10091355100659787,2.057,1.992,0.01656492957344861,000716
2,2004-01-06,2.022,0.09719167653527323,2.032,1.928,0.02034434615536581,000716
3,2004-01-07,1.983,0.09922178988326848,2.022,1.943,0.010757818983977726,000716
4,2004-01-08,1.997,0.10429707325325664,2.076,1.973,0.013540819542577652,000716
5,2004-01-09,2.091,0.12138386059888344,2.269,2.091,0.04170169707540625,000716
6,2004-01-12,2.259,0.1147014041617324,2.264,2.17,0.01442651818247335,000716
7,2004-01-13,2.219,0.12265268144138049,2.298,2.17,0.020583582487873505,000716
8,2004-01-14,2.279,0.11969209947555408,2.279,2.219,0.008728413546568328,000716
9,2004-01-15,2.219,0.11131788191507362,2.244,2.14,0.021059616028448868,000716
10,2004-01-16,2.224,0.12967349010319745,2.362,2.224,0.04218981843157669,000716
11,2004-01-29,2.471,0.14515310438166135,2.574,2.348,0.058492966616229346,000716
12,2004-01-30,2.53,0.13593300625951615,2.565,2.436,0.030080023764888022,000716
13,2004-02-02,2.431,0.14430722381999667,2.55,2.431,0.03219217077169963,000716
14,2004-02-03,2.53,0.14802909829132133,2.658,2.486,0.02793809518342189,000716
15,2004-02-04,2.584,0.15555743529013705,2.678,2.565,0.037615166427255146,000716
16,2004-02-05,2.678,0.16477753341228224,2.787,2.614,0.051681731831177656,000716
17,2004-02-06,2.777,0.1534427338859753,2.86,2.639,0.0494824231841554,000716
18,2004-02-09,2.643,0.1576721366942988,2.708,2.579,0.039517211836583084,000716
19,2004-02-10,2.708,0.15682625613263407,2.742,2.629,0.03417897912427509,000716
20,2004-02-11,2.683,0.15640331585180173,2.708,2.614,0.026267712692594477,000716
21,2004-02-12,2.688,0.16562341397394692,2.821,2.663,0.07037282327009882,000716
22,2004-02-13,2.787,0.16723058704110982,2.836,2.668,0.05719765678031585,000716
23,2004-02-16,2.836,0.1835560818812384,3.038,2.831,0.1295193135263492,000716
24,2004-02-17,2.999,0.18643207579089832,3.087,2.915,0.07561954165051588,000716
25,2004-02-18,3.033,0.18643207579089832,3.082,2.989,0.04137989435922961,000716
26,2004-02-19,3.048,0.18600913551006598,3.102,3.004,0.044651959581794465,000716
27,2004-02-20,3.028,0.18228726103874132,3.038,2.959,0.03873969712488948,000716
28,2004-02-23,2.984,0.1768736254440873,3.048,2.91,0.029021470709565282,000716
29,2004-02-24,2.9,0.1684994078836069,2.9,2.693,0.04064114959788945,000716
30,2004-02-25,2.905,0.1680764676027745,3.018,2.801,0.04318322934577724,000716
31,2004-02-26,2.787,0.16976822872610386,2.875,2.693,0.03520450293096512,000716
32,2004-02-27,2.836,0.17179834207409916,2.895,2.767,0.021302073083283458,000716
33,2004-03-01,2.86,0.17645068516325496,2.934,2.777,0.02005287752269477,000716
34,2004-03-02,2.934,0.18017255963457962,2.999,2.836,0.03144530008750123,000716
35,2004-03-03,2.959,0.17103704956860094,2.959,2.826,0.01551834305129023,000716
36,2004-03-04,2.841,0.1706141092877686,2.885,2.791,0.017017636459848856,000716
37,2004-03-05,2.851,0.17264422263576384,2.934,2.801,0.014004832646686113,000716
38,2004-03-08,2.836,0.16139401116562346,2.856,2.722,0.013114619605202507,000716
39,2004-03-09,2.727,0.15183556081881244,2.757,2.614,0.015865965449384557,000716
40,2004-03-10,2.648,0.1618169514464558,2.742,2.648,0.010999440537622916,000716
41,2004-03-11,2.742,0.16308577228895282,2.801,2.698,0.012806319666312684,000716
42,2004-03-12,2.762,0.1618169514464558,2.772,2.713,0.00880115605334896,000716
43,2004-03-15,2.717,0.1659617661986128,2.821,2.668,0.015013848566972614,000716
44,2004-03-16,2.782,0.16934528844527158,2.836,2.747,0.016317998544503023,000716
45,2004-03-17,2.831,0.1680764676027745,2.856,2.762,0.012082600450556143,000716
46,2004-03-18,2.801,0.17805785823041792,2.939,2.767,0.04317774468474357,000716
47,2004-03-19,2.934,0.18431737438673662,3.048,2.885,0.0560277260261154,000716
48,2004-03-22,3.004,0.18600913551006598,3.043,2.969,0.03213415734233864,000716
49,2004-03-23,3.008,0.1877008966333954,3.082,2.979,0.03963641899015505,000716
50,2004-03-24,3.048,0.17974961935374728,3.048,2.939,0.028897506589543976,000716
51,2004-03-25,2.959,0.17932667907291494,2.974,2.89,0.017266561910988507,000716
52,2004-03-26,2.91,0.17729656572491964,2.959,2.895,0.011021675649921552,000716
53,2004-03-29,2.91,0.16892234816443924,2.984,2.821,0.015161934414881536,000716
54,2004-03-30,2.826,0.17145998984943328,2.865,2.787,0.008515468549875567,000716
55,2004-03-31,2.865,0.17645068516325496,2.925,2.826,0.009976005483906387,000716
56,2004-04-01,2.89,0.17729656572491964,2.93,2.885,0.009899435842645262,000716
57,2004-04-02,2.925,0.17560480460159028,2.944,2.865,0.015494800783904947,000716
58,2004-04-05,2.895,0.18474031466756896,3.018,2.86,0.022799102553135314,000716
59,2004-04-06,3.008,0.18812383691422774,3.058,2.964,0.028453680272237547,000716
60,2004-04-07,3.053,0.18939265775672476,3.077,3.018,0.035192994575872376,000716
61,2004-04-08,3.117,0.18685501607173066,3.211,3.033,0.07899935957486248,000716
62,2004-04-09,3.008,0.1747589240399256,3.033,2.86,0.03038131627444737,000716
63,2004-04-12,2.895,0.17932667907291494,2.994,2.841,0.014125832085067604,000716
64,2004-04-13,2.959,0.1768736254440873,2.969,2.91,0.009842500479335117,000716
65,2004-04-14,2.91,0.17019116900693626,2.939,2.801,0.01383301586983301,000716
66,2004-04-15,2.851,0.1684994078836069,2.89,2.816,0.008875461755903313,000716
67,2004-04-16,2.86,0.1684994078836069,2.89,2.713,0.012500014149616916,000716
68,2004-04-19,2.821,0.17179834207409916,2.88,2.772,0.008048612046558006,000716
69,2004-04-20,2.856,0.15471155472847237,2.875,2.643,0.01702671916632721,000716
70,2004-04-21,2.658,0.15640331585180173,2.777,2.639,0.01001271363293759,000716
71,2004-04-22,2.678,0.15809507697513114,2.737,2.663,0.004921721893564802,000716
72,2004-04-23,2.703,0.144730164100829,2.703,2.466,0.014742634100231787,000716
73,2004-04-26,2.481,0.14176958213500257,2.584,2.476,0.007743964056415411,000716
74,2004-04-27,2.525,0.14100828962950435,2.54,2.491,0.005678793777769297,000716
75,2004-04-28,2.496,0.14388428353916427,2.565,2.417,0.009958527338057094,000716
76,2004-04-29,2.53,0.13973946878700727,2.555,2.466,0.003873558699807063,000716
77,2004-04-30,2.491,0.14346134325833193,2.555,2.471,0.006396987905015265,000716
78,2004-05-10,2.525,0.1380477076636779,2.555,2.441,0.003670221966792439,000716
79,2004-05-11,2.466,0.13931652850617493,2.491,2.417,0.003317020576885002,000716
80,2004-05-12,2.491,0.1455760446624937,2.555,2.466,0.0042214236627628274,000716
